title,runtime_raw,imdb_rating_raw,genre_raw,release_year_raw,runtime,imdb_rating,release_year,genre
Australia ,165.0,6.6,Adventure|Drama|Romance|War,2008.0,165.0,6.6,2008.0,Adventure|Drama|Romance|War
After Earth ,100.0,4.9,Action|Adventure|Sci-Fi,2013.0,100.0,4.9,2013.0,Action|Adventure|Sci-Fi
Dinosaur ,82.0,6.5,Adventure|Animation|Family|Thriller,2000.0,82.0,6.5,2000.0,Adventure|Animation|Family|Thriller
Night at the Museum: Secret of the Tomb ,98.0,6.2,Adventure|Comedy|Family|Fantasy,2014.0,98.0,6.2,2014.0,Adventure|Comedy|Family|Fantasy
Megamind ,95.0,7.3,Action|Animation|Comedy|Family|Sci-Fi,2010.0,95.0,7.3,2010.0,Action|Animation|Comedy|Family|Sci-Fi
Harry Potter and the Sorcerer's Stone ,159.0,7.5,Adventure|Family|Fantasy,2001.0,159.0,7.5,2001.0,Adventure|Family|Fantasy
R.I.P.D. ,96.0,5.6,Action|Comedy|Fantasy,2013.0,96.0,5.6,2013.0,Action|Comedy|Fantasy
Pirates of the Caribbean: The Curse of the Black Pearl ,143.0,8.1,Action|Adventure|Fantasy,2003.0,143.0,8.1,2003.0,Action|Adventure|Fantasy
The Hunger Games: Mockingjay - Part 1 ,123.0,6.7,Adventure|Sci-Fi|Thriller,2014.0,123.0,6.7,2014.0,Adventure|Sci-Fi|Thriller
The Da Vinci Code ,174.0,6.6,Mystery|Thriller,2006.0,174.0,6.6,2006.0,Mystery|Thriller
Rio 2 ,101.0,6.4,Adventure|Animation|Comedy|Family|Musical,2014.0,101.0,6.4,2014.0,Adventure|Animation|Comedy|Family|Musical
X-Men 2 ,134.0,7.5,Action|Adventure|Fantasy|Sci-Fi|Thriller,2003.0,134.0,7.5,2003.0,Action|Adventure|Fantasy|Sci-Fi|Thriller
Fast Five ,132.0,7.3,Action|Crime|Thriller,2011.0,132.0,7.3,2011.0,Action|Crime|Thriller
Sherlock Holmes: A Game of Shadows ,129.0,7.5,Action|Adventure|Crime|Mystery|Thriller,2011.0,129.0,7.5,2011.0,Action|Adventure|Crime|Mystery|Thriller
Clash of the Titans ,106.0,5.8,Action|Adventure|Fantasy,2010.0,106.0,5.8,2010.0,Action|Adventure|Fantasy
Total Recall ,113.0,7.5,Action|Sci-Fi,1990.0,113.0,7.5,1990.0,Action|Sci-Fi
The 13th Warrior ,102.0,6.6,Action|Adventure|History,1999.0,102.0,6.6,1999.0,Action|Adventure|History
The Bourne Legacy ,135.0,6.7,Action|Adventure|Thriller,2012.0,135.0,6.7,2012.0,Action|Adventure|Thriller
Batman & Robin ,125.0,3.7,Action,1997.0,125.0,3.7,1997.0,Action
How the Grinch Stole Christmas ,110.0,6.0,Comedy|Family|Fantasy,2000.0,110.0,6.0,2000.0,Comedy|Family|Fantasy
The Day After Tomorrow ,124.0,6.4,Action|Adventure|Sci-Fi|Thriller,2004.0,124.0,6.4,2004.0,Action|Adventure|Sci-Fi|Thriller
Mission: Impossible II ,123.0,6.1,Action|Adventure|Thriller,2000.0,123.0,6.1,2000.0,Action|Adventure|Thriller
The Perfect Storm ,130.0,6.4,Action|Adventure|Drama|Thriller,2000.0,130.0,6.4,2000.0,Action|Adventure|Drama|Thriller
Fantastic 4: Rise of the Silver Surfer ,92.0,5.6,Action|Adventure|Sci-Fi|Thriller,2007.0,92.0,5.6,2007.0,Action|Adventure|Sci-Fi|Thriller
Life of Pi ,127.0,8.0,Adventure|Drama|Fantasy,2012.0,127.0,8.0,2012.0,Adventure|Drama|Fantasy
Ghost Rider ,123.0,5.2,Action|Fantasy|Thriller,2007.0,123.0,5.2,2007.0,Action|Fantasy|Thriller
Jason Bourne ,123.0,7.1,Action|Thriller,2016.0,123.0,7.1,2016.0,Action|Thriller
Charlie's Angels: Full Throttle ,107.0,4.8,Action|Adventure|Comedy|Crime,2003.0,107.0,4.8,2003.0,Action|Adventure|Comedy|Crime
Prometheus ,124.0,7.0,Adventure|Mystery|Sci-Fi,2012.0,124.0,7.0,2012.0,Adventure|Mystery|Sci-Fi
Stuart Little 2 ,77.0,5.4,Adventure|Animation|Comedy|Family|Fantasy,2002.0,77.0,5.4,2002.0,Adventure|Animation|Comedy|Family|Fantasy
Elysium ,109.0,6.6,Action|Drama|Sci-Fi|Thriller,2013.0,109.0,6.6,2013.0,Action|Drama|Sci-Fi|Thriller
The Chronicles of Riddick ,134.0,6.7,Action|Adventure|Sci-Fi|Thriller,2004.0,134.0,6.7,2004.0,Action|Adventure|Sci-Fi|Thriller
RoboCop ,117.0,6.2,Action|Crime|Sci-Fi|Thriller,2014.0,117.0,6.2,2014.0,Action|Crime|Sci-Fi|Thriller
Speed Racer ,135.0,6.1,Action|Family|Sport,2008.0,135.0,6.1,2008.0,Action|Family|Sport
How Do You Know ,121.0,5.3,Comedy|Drama|Romance,2010.0,121.0,5.3,2010.0,Comedy|Drama|Romance
Knight and Day ,117.0,6.3,Action|Comedy|Romance,2010.0,117.0,6.3,2010.0,Action|Comedy|Romance
Oblivion ,124.0,7.0,Action|Adventure|Mystery|Sci-Fi,2013.0,124.0,7.0,2013.0,Action|Adventure|Mystery|Sci-Fi
Star Wars: Episode III - Revenge of the Sith ,140.0,7.6,Action|Adventure|Fantasy|Sci-Fi,2005.0,140.0,7.6,2005.0,Action|Adventure|Fantasy|Sci-Fi
Star Wars: Episode II - Attack of the Clones ,142.0,6.7,Action|Adventure|Fantasy|Sci-Fi,2002.0,142.0,6.7,2002.0,Action|Adventure|Fantasy|Sci-Fi
"Monsters, Inc. ",92.0,8.1,Adventure|Animation|Comedy|Family|Fantasy,2001.0,92.0,8.1,2001.0,Adventure|Animation|Comedy|Family|Fantasy
The Wolverine ,138.0,6.7,Action|Adventure|Sci-Fi|Thriller,2013.0,138.0,6.7,2013.0,Action|Adventure|Sci-Fi|Thriller
Star Wars: Episode I - The Phantom Menace ,136.0,6.5,Action|Adventure|Fantasy|Sci-Fi,1999.0,136.0,6.5,1999.0,Action|Adventure|Fantasy|Sci-Fi
The Croods ,98.0,7.3,Adventure|Animation|Comedy|Family|Fantasy,2013.0,98.0,7.3,2013.0,Adventure|Animation|Comedy|Family|Fantasy
Asterix at the Olympic Games ,116.0,5.1,Adventure|Comedy|Family|Fantasy,2008.0,116.0,5.1,2008.0,Adventure|Comedy|Family|Fantasy
Windtalkers ,153.0,6.0,Action|Drama|War,2002.0,153.0,6.0,2002.0,Action|Drama|War
The Huntsman: Winter's War ,120.0,6.1,Action|Adventure|Drama|Fantasy,2016.0,120.0,6.1,2016.0,Action|Adventure|Drama|Fantasy
Teenage Mutant Ninja Turtles ,101.0,5.9,Action|Adventure|Comedy|Sci-Fi,2014.0,101.0,5.9,2014.0,Action|Adventure|Comedy|Sci-Fi
Gravity ,91.0,7.8,Adventure|Drama|Sci-Fi|Thriller,2013.0,91.0,7.8,2013.0,Adventure|Drama|Sci-Fi|Thriller
Dante's Peak ,108.0,5.8,Action|Adventure|Thriller,1997.0,108.0,5.8,1997.0,Action|Adventure|Thriller
Teenage Mutant Ninja Turtles: Out of the Shadows ,112.0,6.3,Action|Adventure|Comedy|Sci-Fi,2016.0,112.0,6.3,2016.0,Action|Adventure|Comedy|Sci-Fi
Fantastic Four ,100.0,4.3,Action|Adventure|Sci-Fi,2015.0,100.0,4.3,2015.0,Action|Adventure|Sci-Fi
Night at the Museum ,108.0,6.4,Action|Adventure|Comedy|Family|Fantasy,2006.0,108.0,6.4,2006.0,Action|Adventure|Comedy|Family|Fantasy
San Andreas ,114.0,6.1,Action|Adventure|Drama|Thriller,2015.0,114.0,6.1,2015.0,Action|Adventure|Drama|Thriller
Tomorrow Never Dies ,119.0,6.5,Action|Adventure|Thriller,1997.0,119.0,6.5,1997.0,Action|Adventure|Thriller
The Patriot ,142.0,7.1,Action|Drama|History|War,2000.0,142.0,7.1,2000.0,Action|Drama|History|War
Ocean's Twelve ,125.0,6.4,Crime|Thriller,2004.0,125.0,6.4,2004.0,Crime|Thriller
Mr. & Mrs. Smith ,126.0,6.5,Action|Comedy|Crime|Romance|Thriller,2005.0,126.0,6.5,2005.0,Action|Comedy|Crime|Romance|Thriller
Insurgent ,119.0,6.3,Adventure|Sci-Fi|Thriller,2015.0,119.0,6.3,2015.0,Adventure|Sci-Fi|Thriller
The Aviator ,170.0,7.5,Biography|Drama,2004.0,170.0,7.5,2004.0,Biography|Drama
Gulliver's Travels ,85.0,4.9,Adventure|Comedy|Family|Fantasy,2010.0,85.0,4.9,2010.0,Adventure|Comedy|Family|Fantasy
The Green Hornet ,119.0,5.8,Action|Comedy|Crime|Sci-Fi|Thriller,2011.0,119.0,5.8,2011.0,Action|Comedy|Crime|Sci-Fi|Thriller
300: Rise of an Empire ,102.0,6.2,Action|Drama|Fantasy|War,2014.0,102.0,6.2,2014.0,Action|Drama|Fantasy|War
The Smurfs ,103.0,5.5,Adventure|Animation|Comedy|Family|Fantasy,2011.0,103.0,5.5,2011.0,Adventure|Animation|Comedy|Family|Fantasy
Home on the Range ,76.0,5.4,Animation|Comedy|Family|Music|Western,2004.0,76.0,5.4,2004.0,Animation|Comedy|Family|Music|Western
Allegiant ,120.0,5.8,Action|Adventure|Mystery|Sci-Fi|Thriller,2016.0,120.0,5.8,2016.0,Action|Adventure|Mystery|Sci-Fi|Thriller
Real Steel ,127.0,7.1,Action|Drama|Sci-Fi|Sport,2011.0,127.0,7.1,2011.0,Action|Drama|Sci-Fi|Sport
The Smurfs 2 ,105.0,5.4,Adventure|Animation|Comedy|Family|Fantasy,2013.0,105.0,5.4,2013.0,Adventure|Animation|Comedy|Family|Fantasy
Speed 2: Cruise Control ,121.0,3.7,Action|Crime|Romance|Thriller,1997.0,121.0,3.7,1997.0,Action|Crime|Romance|Thriller
Ender's Game ,114.0,6.7,Action|Sci-Fi,2013.0,114.0,6.7,2013.0,Action|Sci-Fi
Live Free or Die Hard ,129.0,7.2,Action|Adventure|Thriller,2007.0,129.0,7.2,2007.0,Action|Adventure|Thriller
The Lord of the Rings: The Fellowship of the Ring ,171.0,8.8,Action|Adventure|Drama|Fantasy,2001.0,171.0,8.8,2001.0,Action|Adventure|Drama|Fantasy
Around the World in 80 Days ,120.0,5.8,Action|Adventure|Comedy,2004.0,120.0,5.8,2004.0,Action|Adventure|Comedy
Ali ,165.0,6.8,Biography|Drama|Sport,2001.0,165.0,6.8,2001.0,Biography|Drama|Sport
The Cat in the Hat ,82.0,3.8,Adventure|Comedy|Family|Fantasy,2003.0,82.0,3.8,2003.0,Adventure|Comedy|Family|Fantasy
"I, Robot ",115.0,7.1,Action|Mystery|Sci-Fi|Thriller,2004.0,115.0,7.1,2004.0,Action|Mystery|Sci-Fi|Thriller
Kingdom of Heaven ,194.0,7.2,Action|Adventure|Drama|History|War,2005.0,194.0,7.2,2005.0,Action|Adventure|Drama|History|War
Stuart Little ,84.0,5.9,Adventure|Comedy|Family|Fantasy,1999.0,84.0,5.9,1999.0,Adventure|Comedy|Family|Fantasy
The Princess and the Frog ,97.0,7.1,Animation|Family|Fantasy|Musical|Romance,2009.0,97.0,7.1,2009.0,Animation|Family|Fantasy|Musical|Romance
The Martian ,151.0,8.1,Adventure|Drama|Sci-Fi,2015.0,151.0,8.1,2015.0,Adventure|Drama|Sci-Fi
The Island ,136.0,6.9,Action|Adventure|Romance|Sci-Fi|Thriller,2005.0,136.0,6.9,2005.0,Action|Adventure|Romance|Sci-Fi|Thriller
Town & Country ,104.0,4.4,Comedy|Romance,2001.0,104.0,4.4,2001.0,Comedy|Romance
Gone in Sixty Seconds ,127.0,6.5,Action|Crime|Thriller,2000.0,127.0,6.5,2000.0,Action|Crime|Thriller
Gladiator ,171.0,8.5,Action|Drama|Romance,2000.0,171.0,8.5,2000.0,Action|Drama|Romance
Minority Report ,145.0,7.7,Action|Mystery|Sci-Fi|Thriller,2002.0,145.0,7.7,2002.0,Action|Mystery|Sci-Fi|Thriller
Harry Potter and the Chamber of Secrets ,174.0,7.4,Adventure|Family|Fantasy|Mystery,2002.0,174.0,7.4,2002.0,Adventure|Family|Fantasy|Mystery
Casino Royale ,144.0,8.0,Action|Adventure|Thriller,2006.0,144.0,8.0,2006.0,Action|Adventure|Thriller
Planet of the Apes ,119.0,5.7,Action|Adventure|Sci-Fi|Thriller,2001.0,119.0,5.7,2001.0,Action|Adventure|Sci-Fi|Thriller
Terminator 2: Judgment Day ,153.0,8.5,Action|Sci-Fi,1991.0,153.0,8.5,1991.0,Action|Sci-Fi
Public Enemies ,140.0,7.0,Biography|Crime|Drama|History|Romance,2009.0,140.0,7.0,2009.0,Biography|Crime|Drama|History|Romance
American Gangster ,176.0,7.8,Biography|Crime|Drama,2007.0,176.0,7.8,2007.0,Biography|Crime|Drama
True Lies ,141.0,7.2,Action|Comedy|Thriller,1994.0,141.0,7.2,1994.0,Action|Comedy|Thriller
The Taking of Pelham 1 2 3 ,106.0,6.4,Action|Crime|Thriller,2009.0,106.0,6.4,2009.0,Action|Crime|Thriller
Little Fockers ,98.0,5.5,Comedy|Romance,2010.0,98.0,5.5,2010.0,Comedy|Romance
The Other Guys ,116.0,6.7,Action|Comedy|Crime,2010.0,116.0,6.7,2010.0,Action|Comedy|Crime
Eraser ,115.0,6.1,Action|Drama|Mystery|Thriller,1996.0,115.0,6.1,1996.0,Action|Drama|Mystery|Thriller
Django Unchained ,165.0,8.5,Drama|Western,2012.0,165.0,8.5,2012.0,Drama|Western
The Hunchback of Notre Dame ,91.0,6.9,Animation|Drama|Family|Musical|Romance,1996.0,91.0,6.9,1996.0,Animation|Drama|Family|Musical|Romance
The Emperor's New Groove ,78.0,7.3,Adventure|Animation|Comedy|Family|Fantasy,2000.0,78.0,7.3,2000.0,Adventure|Animation|Comedy|Family|Fantasy
The Expendables 2 ,103.0,6.7,Action|Adventure|Thriller,2012.0,103.0,6.7,2012.0,Action|Adventure|Thriller
National Treasure ,131.0,6.9,Action|Adventure|Comedy|Family|Mystery,2004.0,131.0,6.9,2004.0,Action|Adventure|Comedy|Family|Mystery
Eragon ,104.0,5.1,Action|Adventure|Family|Fantasy,2006.0,104.0,5.1,2006.0,Action|Adventure|Family|Fantasy
Where the Wild Things Are ,101.0,6.8,Adventure|Drama|Family|Fantasy,2009.0,101.0,6.8,2009.0,Adventure|Drama|Family|Fantasy
Epic ,102.0,6.7,Adventure|Animation|Family|Fantasy,2013.0,102.0,6.7,2013.0,Adventure|Animation|Family|Fantasy
The Tourist ,103.0,6.0,Action|Romance|Thriller,2010.0,103.0,6.0,2010.0,Action|Romance|Thriller
End of Days ,121.0,5.7,Action|Fantasy|Horror|Mystery,1999.0,121.0,5.7,1999.0,Action|Fantasy|Horror|Mystery
Blood Diamond ,143.0,8.0,Adventure|Drama|Thriller,2006.0,143.0,8.0,2006.0,Adventure|Drama|Thriller
The Wolf of Wall Street ,240.0,8.2,Biography|Comedy|Crime|Drama,2013.0,240.0,8.2,2013.0,Biography|Comedy|Crime|Drama
Batman Forever ,121.0,5.4,Action|Adventure|Fantasy,1995.0,121.0,5.4,1995.0,Action|Adventure|Fantasy
Starship Troopers ,129.0,7.2,Action|Sci-Fi|War,1997.0,129.0,7.2,1997.0,Action|Sci-Fi|War
Cloud Atlas ,172.0,7.5,Drama|Sci-Fi,2012.0,172.0,7.5,2012.0,Drama|Sci-Fi
Legend of the Guardians: The Owls of Ga'Hoole ,101.0,7.0,Action|Adventure|Animation|Family|Fantasy,2010.0,101.0,7.0,2010.0,Action|Adventure|Animation|Family|Fantasy
Catwoman ,87.0,3.3,Action|Crime|Fantasy|Romance|Thriller,2004.0,87.0,3.3,2004.0,Action|Crime|Fantasy|Romance|Thriller
Hercules ,101.0,6.0,Action|Adventure,2014.0,101.0,6.0,2014.0,Action|Adventure
Treasure Planet ,95.0,7.1,Adventure|Animation|Family|Sci-Fi,2002.0,95.0,7.1,2002.0,Adventure|Animation|Family|Sci-Fi
Land of the Lost ,102.0,5.4,Adventure|Comedy|Sci-Fi,2009.0,102.0,5.4,2009.0,Adventure|Comedy|Sci-Fi
The Expendables 3 ,131.0,6.1,Action|Adventure|Thriller,2014.0,131.0,6.1,2014.0,Action|Adventure|Thriller
Point Break ,114.0,5.3,Action|Crime|Sport|Thriller,2015.0,114.0,5.3,2015.0,Action|Crime|Sport|Thriller
Son of the Mask ,94.0,2.2,Comedy|Family|Fantasy,2005.0,94.0,2.2,2005.0,Comedy|Family|Fantasy
In the Heart of the Sea ,122.0,7.0,Action|Adventure|Biography|Drama|History|Thriller,2015.0,122.0,7.0,2015.0,Action|Adventure|Biography|Drama|History|Thriller
The Adventures of Pluto Nash ,95.0,3.8,Action|Comedy|Sci-Fi,2002.0,95.0,3.8,2002.0,Action|Comedy|Sci-Fi
Green Zone ,115.0,6.9,Action|Drama|Thriller|War,2010.0,115.0,6.9,2010.0,Action|Drama|Thriller|War
The Peanuts Movie ,88.0,7.2,Adventure|Animation|Comedy|Family,2015.0,88.0,7.2,2015.0,Adventure|Animation|Comedy|Family
The Spanish Prisoner ,110.0,7.3,Drama|Mystery|Thriller,1997.0,110.0,7.3,1997.0,Drama|Mystery|Thriller
The Mummy Returns ,130.0,6.3,Action|Adventure|Fantasy|Thriller,2001.0,130.0,6.3,2001.0,Action|Adventure|Fantasy|Thriller
Gangs of New York ,216.0,7.5,Crime|Drama,2002.0,216.0,7.5,2002.0,Crime|Drama
The Flowers of War ,146.0,7.6,Drama|History|Romance|War,2011.0,146.0,7.6,2011.0,Drama|History|Romance|War
Surf's Up ,85.0,6.8,Animation|Comedy|Family|Sport,2007.0,85.0,6.8,2007.0,Animation|Comedy|Family|Sport
The Stepford Wives ,93.0,5.2,Comedy|Sci-Fi|Thriller,2004.0,93.0,5.2,2004.0,Comedy|Sci-Fi|Thriller
Black Hawk Down ,152.0,7.7,Drama|History|War,2001.0,152.0,7.7,2001.0,Drama|History|War
The Campaign ,85.0,6.2,Comedy,2012.0,85.0,6.2,2012.0,Comedy
The Fifth Element ,126.0,7.7,Action|Adventure|Sci-Fi,1997.0,126.0,7.7,1997.0,Action|Adventure|Sci-Fi
Sex and the City 2 ,146.0,4.3,Comedy|Drama|Romance,2010.0,146.0,4.3,2010.0,Comedy|Drama|Romance
The Road to El Dorado ,89.0,6.9,Adventure|Animation|Comedy|Family|Romance,2000.0,89.0,6.9,2000.0,Adventure|Animation|Comedy|Family|Romance
Ice Age: Continental Drift ,88.0,6.6,Adventure|Animation|Comedy|Family,2012.0,88.0,6.6,2012.0,Adventure|Animation|Comedy|Family
Cinderella ,105.0,7.0,Drama|Family|Fantasy|Romance,2015.0,105.0,7.0,2015.0,Drama|Family|Fantasy|Romance
The Lovely Bones ,135.0,6.7,Drama|Fantasy|Thriller,2009.0,135.0,6.7,2009.0,Drama|Fantasy|Thriller
Finding Nemo ,100.0,8.2,Adventure|Animation|Comedy|Family,2003.0,100.0,8.2,2003.0,Adventure|Animation|Comedy|Family
The Lord of the Rings: The Return of the King ,192.0,8.9,Action|Adventure|Drama|Fantasy,2003.0,192.0,8.9,2003.0,Action|Adventure|Drama|Fantasy
The Lord of the Rings: The Two Towers ,172.0,8.7,Action|Adventure|Drama|Fantasy,2002.0,172.0,8.7,2002.0,Action|Adventure|Drama|Fantasy
Seventh Son ,102.0,5.5,Action|Adventure|Fantasy,2014.0,102.0,5.5,2014.0,Action|Adventure|Fantasy
Lara Croft: Tomb Raider ,100.0,5.7,Action|Adventure|Fantasy|Thriller,2001.0,100.0,5.7,2001.0,Action|Adventure|Fantasy|Thriller
Transcendence ,119.0,6.3,Drama|Mystery|Romance|Sci-Fi|Thriller,2014.0,119.0,6.3,2014.0,Drama|Mystery|Romance|Sci-Fi|Thriller
Jurassic Park III ,92.0,5.9,Action|Adventure|Sci-Fi|Thriller,2001.0,92.0,5.9,2001.0,Action|Adventure|Sci-Fi|Thriller
Rise of the Planet of the Apes ,105.0,7.6,Action|Drama|Sci-Fi|Thriller,2011.0,105.0,7.6,2011.0,Action|Drama|Sci-Fi|Thriller
The Spiderwick Chronicles ,107.0,6.6,Adventure|Family|Fantasy,2008.0,107.0,6.6,2008.0,Adventure|Family|Fantasy
A Good Day to Die Hard ,101.0,5.3,Action|Thriller,2013.0,101.0,5.3,2013.0,Action|Thriller
The Alamo ,137.0,6.0,Drama|History|War|Western,2004.0,137.0,6.0,2004.0,Drama|History|War|Western
The Incredibles ,115.0,8.0,Action|Adventure|Animation|Family,2004.0,115.0,8.0,2004.0,Action|Adventure|Animation|Family
Cutthroat Island ,124.0,5.6,Action|Adventure|Comedy,1995.0,124.0,5.6,1995.0,Action|Adventure|Comedy
Percy Jackson & the Olympians: The Lightning Thief ,118.0,5.9,Adventure|Family|Fantasy,2010.0,118.0,5.9,2010.0,Adventure|Family|Fantasy
Men in Black ,98.0,7.3,Adventure|Comedy|Family|Mystery|Sci-Fi,1997.0,98.0,7.3,1997.0,Adventure|Comedy|Family|Mystery|Sci-Fi
Toy Story 2 ,82.0,7.9,Adventure|Animation|Comedy|Family|Fantasy,1999.0,82.0,7.9,1999.0,Adventure|Animation|Comedy|Family|Fantasy
Unstoppable ,98.0,6.8,Action|Thriller,2010.0,98.0,6.8,2010.0,Action|Thriller
Rush Hour 2 ,90.0,6.6,Action|Comedy|Crime|Thriller,2001.0,90.0,6.6,2001.0,Action|Comedy|Crime|Thriller
What Lies Beneath ,130.0,6.6,Drama|Fantasy|Horror|Mystery|Thriller,2000.0,130.0,6.6,2000.0,Drama|Fantasy|Horror|Mystery|Thriller
Cloudy with a Chance of Meatballs ,90.0,7.0,Animation|Comedy|Family|Sci-Fi,2009.0,90.0,7.0,2009.0,Animation|Comedy|Family|Sci-Fi
Ice Age: Dawn of the Dinosaurs ,94.0,7.0,Action|Adventure|Animation|Comedy|Family,2009.0,94.0,7.0,2009.0,Action|Adventure|Animation|Comedy|Family
The Secret Life of Walter Mitty ,114.0,7.3,Adventure|Comedy|Drama|Fantasy|Romance,2013.0,114.0,7.3,2013.0,Adventure|Comedy|Drama|Fantasy|Romance
Charlie's Angels ,94.0,5.5,Action|Adventure|Comedy|Crime|Thriller,2000.0,94.0,5.5,2000.0,Action|Adventure|Comedy|Crime|Thriller
The Departed ,151.0,8.5,Crime|Drama|Thriller,2006.0,151.0,8.5,2006.0,Crime|Drama|Thriller
Mulan ,88.0,7.5,Adventure|Animation|Family|Fantasy|Musical|War,1998.0,88.0,7.5,1998.0,Adventure|Animation|Family|Fantasy|Musical|War
Tropic Thunder ,121.0,7.0,Action|Comedy,2008.0,121.0,7.0,2008.0,Action|Comedy
The Girl with the Dragon Tattoo ,158.0,7.8,Crime|Drama|Mystery|Thriller,2011.0,158.0,7.8,2011.0,Crime|Drama|Mystery|Thriller
Die Hard with a Vengeance ,128.0,7.6,Action|Adventure|Thriller,1995.0,128.0,7.6,1995.0,Action|Adventure|Thriller
Sherlock Holmes ,128.0,7.6,Action|Adventure|Crime|Mystery|Thriller,2009.0,128.0,7.6,2009.0,Action|Adventure|Crime|Mystery|Thriller
Ben-Hur ,141.0,6.1,Adventure|Drama|History,2016.0,141.0,6.1,2016.0,Adventure|Drama|History
Atlantis: The Lost Empire ,95.0,6.8,Action|Adventure|Animation|Family|Fantasy|Sci-Fi,2001.0,95.0,6.8,2001.0,Action|Adventure|Animation|Family|Fantasy|Sci-Fi
Alvin and the Chipmunks: The Road Chip ,92.0,5.0,Adventure|Animation|Comedy|Family|Fantasy|Music,2015.0,92.0,5.0,2015.0,Adventure|Animation|Comedy|Family|Fantasy|Music
Valkyrie ,121.0,7.1,Drama|History|Thriller|War,2008.0,121.0,7.1,2008.0,Drama|History|Thriller|War
You Don't Mess with the Zohan ,113.0,5.5,Action|Comedy,2008.0,113.0,5.5,2008.0,Action|Comedy
Pixels ,106.0,5.6,Action|Animation|Comedy|Sci-Fi,2015.0,106.0,5.6,2015.0,Action|Animation|Comedy|Sci-Fi
A.I. Artificial Intelligence ,146.0,7.1,Adventure|Drama|Sci-Fi,2001.0,146.0,7.1,2001.0,Adventure|Drama|Sci-Fi
The Haunted Mansion ,88.0,4.9,Comedy|Family|Fantasy|Horror|Mystery,2003.0,88.0,4.9,2003.0,Comedy|Family|Fantasy|Horror|Mystery
Contact ,150.0,7.4,Drama|Mystery|Sci-Fi|Thriller,1997.0,150.0,7.4,1997.0,Drama|Mystery|Sci-Fi|Thriller
Hollow Man ,119.0,5.7,Action|Horror|Sci-Fi|Thriller,2000.0,119.0,5.7,2000.0,Action|Horror|Sci-Fi|Thriller
The Interpreter ,128.0,6.4,Crime|Mystery|Thriller,2005.0,128.0,6.4,2005.0,Crime|Mystery|Thriller
Percy Jackson: Sea of Monsters ,106.0,5.9,Adventure|Family|Fantasy,2013.0,106.0,5.9,2013.0,Adventure|Family|Fantasy
Lara Croft Tomb Raider: The Cradle of Life ,117.0,5.5,Action|Adventure|Fantasy,2003.0,117.0,5.5,2003.0,Action|Adventure|Fantasy
Now You See Me 2 ,129.0,6.9,Action|Adventure|Comedy|Crime|Mystery|Thriller,2016.0,129.0,6.9,2016.0,Action|Adventure|Comedy|Crime|Mystery|Thriller
The Saint ,116.0,6.2,Action|Adventure|Romance|Sci-Fi|Thriller,1997.0,116.0,6.2,1997.0,Action|Adventure|Romance|Sci-Fi|Thriller
Spy Game ,114.0,7.0,Action|Crime|Thriller,2001.0,114.0,7.0,2001.0,Action|Crime|Thriller
Mission to Mars ,114.0,5.6,Adventure|Sci-Fi|Thriller,2000.0,114.0,5.6,2000.0,Adventure|Sci-Fi|Thriller
Rio ,96.0,7.0,Adventure|Animation|Comedy|Family|Musical,2011.0,96.0,7.0,2011.0,Adventure|Animation|Comedy|Family|Musical
Bicentennial Man ,132.0,6.8,Comedy|Drama|Sci-Fi,1999.0,132.0,6.8,1999.0,Comedy|Drama|Sci-Fi
Volcano ,104.0,5.4,Action|Drama|Sci-Fi|Thriller,1997.0,104.0,5.4,1997.0,Action|Drama|Sci-Fi|Thriller
The Devil's Own ,111.0,6.1,Action|Crime|Drama|Thriller,1997.0,111.0,6.1,1997.0,Action|Crime|Drama|Thriller
K-19: The Widowmaker ,138.0,6.7,Drama|History|Thriller|War,2002.0,138.0,6.7,2002.0,Drama|History|Thriller|War
Conan the Barbarian ,129.0,6.9,Adventure|Fantasy,1982.0,129.0,6.9,1982.0,Adventure|Fantasy
Cinderella Man ,144.0,8.0,Biography|Drama|Sport,2005.0,144.0,8.0,2005.0,Biography|Drama|Sport
The Nutcracker in 3D ,110.0,4.4,Action|Family|Fantasy|Musical,2010.0,110.0,4.4,2010.0,Action|Family|Fantasy|Musical
Seabiscuit ,140.0,7.3,Drama|History|Sport,2003.0,140.0,7.3,2003.0,Drama|History|Sport
Twister ,113.0,6.3,Action|Adventure|Drama|Thriller,1996.0,113.0,6.3,1996.0,Action|Adventure|Drama|Thriller
Cast Away ,143.0,7.7,Adventure|Drama|Romance,2000.0,143.0,7.7,2000.0,Adventure|Drama|Romance
Happy Feet ,108.0,6.5,Animation|Comedy|Family|Music|Romance,2006.0,108.0,6.5,2006.0,Animation|Comedy|Family|Music|Romance
The Bourne Supremacy ,108.0,7.8,Action|Mystery|Thriller,2004.0,108.0,7.8,2004.0,Action|Mystery|Thriller
Air Force One ,124.0,6.4,Action|Adventure|Drama|Thriller,1997.0,124.0,6.4,1997.0,Action|Adventure|Drama|Thriller
Ocean's Eleven ,116.0,7.8,Crime|Thriller,2001.0,116.0,7.8,2001.0,Crime|Thriller
The Three Musketeers ,110.0,5.8,Action|Adventure|Romance,2011.0,110.0,5.8,2011.0,Action|Adventure|Romance
Hotel Transylvania ,91.0,7.1,Animation|Comedy|Family|Fantasy,2012.0,91.0,7.1,2012.0,Animation|Comedy|Family|Fantasy
